Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_LocalFocusScore_OrigDNA_5.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_LocalFocusScore_OrigDNA_5.y
41,1458,1,Mito,0.0573521873261725,1,0,0,0,0,20201021T092317,G18,9,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0162F0009T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0162F0009T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0162F0009T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0162F0009T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0162F0009T0001Z000C3.tif,NA,NA,NA,NA,0.0573521873261725
50,1974,1,Mito,0.106500790636042,1,0,0,0,0,20201021T092317,J04,3,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0220F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0220F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0220F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0220F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0220F0003T0001Z000C3.tif,NA,NA,NA,NA,0.106500790636042
49,1968,1,Mito,0.2610466924885425,1,0,0,0,0,20201021T092317,J03,6,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0219F0006T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0219F0006T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0219F0006T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0219F0006T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0219F0006T0001Z000C3.tif,NA,NA,NA,NA,0.2610466924885425
48,1904,1,Mito,0.0526558442624001,1,0,0,0,0,20201021T092317,I20,5,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0212F0005T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0212F0005T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0212F0005T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0212F0005T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0212F0005T0001Z000C3.tif,NA,NA,NA,NA,0.0526558442624001
47,1781,1,Mito,0.0566498466558434,1,0,0,0,0,20201021T092317,I06,8,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0198F0008T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0198F0008T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0198F0008T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0198F0008T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0198F0008T0001Z000C3.tif,NA,NA,NA,NA,0.0566498466558434
46,1747,1,Mito,0.0368214198424415,1,0,0,0,0,20201021T092317,I03,1,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0195F0001T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0195F0001T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0195F0001T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0195F0001T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0195F0001T0001Z000C3.tif,NA,NA,NA,NA,0.0368214198424415
53,2348,1,RNA,0.0521926382664079,1,0,0,0,0,20201021T092317,K21,8,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C3.tif,NA,NA,NA,NA,0.0521926382664079
52,2215,1,RNA,0.0630597205736846,1,0,0,0,0,20201021T092317,K07,1,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C3.tif,NA,NA,NA,NA,0.0630597205736846
55,2497,1,RNA,0.0492237161414696,1,0,0,0,0,20201021T092317,L14,4,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C3.tif,NA,NA,NA,NA,0.0492237161414696
55,2497,1,Mito,0.0492237161414696,1,0,0,0,0,20201021T092317,L14,4,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0278F0004T0001Z000C3.tif,NA,NA,NA,NA,0.0492237161414696
53,2348,1,Mito,0.0521926382664079,1,0,0,0,0,20201021T092317,K21,8,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C3.tif,NA,NA,NA,NA,0.0521926382664079
52,2215,1,Mito,0.0630597205736846,1,0,0,0,0,20201021T092317,K07,1,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0247F0001T0001Z000C3.tif,NA,NA,NA,NA,0.0630597205736846
51,2032,1,Mito,0.0359756983083148,1,0,0,0,0,20201021T092317,J10,7,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0226F0007T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0226F0007T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0226F0007T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0226F0007T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0226F0007T0001Z000C3.tif,NA,NA,NA,NA,0.0359756983083148
53,2348,1,AGP,0.0521926382664079,1,0,0,0,0,20201021T092317,K21,8,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0261F0008T0001Z000C3.tif,NA,NA,NA,NA,0.0521926382664079
57,2559,1,RNA,0.0922082970226359,1,0,0,0,0,20201021T092317,L21,3,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0285F0003T0001Z000C3.tif,NA,NA,NA,NA,0.0922082970226359
60,2709,1,RNA,0.1053115927104283,1,0,0,0,0,20201021T092317,M13,9,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C3.tif,NA,NA,NA,NA,0.1053115927104283
60,2709,1,Mito,0.1053115927104283,1,0,0,0,0,20201021T092317,M13,9,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0009T0001Z000C3.tif,NA,NA,NA,NA,0.1053115927104283
59,2706,1,Mito,0.0692469465734979,1,0,0,0,0,20201021T092317,M13,6,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0006T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0006T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0006T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0006T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0301F0006T0001Z000C3.tif,NA,NA,NA,NA,0.0692469465734979
58,2586,1,Mito,0.0761833102426874,1,0,0,0,0,20201021T092317,L24,3,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,D:\2020_10_27_Scope1_YokogawaJapan\images\20201021T092317_\Projection,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C4.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C1.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C2.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C5.tif,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_10_27_Scope1_YokogawaJapan/images/20201021T092317_/Projection/W0288F0003T0001Z000C3.tif,NA,NA,NA,NA,0.0761833102426874
