Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_LocalFocusScore_OrigDNA_5.x,UserAnnotation_Blurry,UserAnnotation_Debris,UserAnnotation_Empty,Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_PathName_OrigActin,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigGolgi,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigActin,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigGolgi,Image_URL_OrigMito,Image_URL_OrigRNA,Image_ImageQuality_LocalFocusScore_OrigDNA_5.y
320,772,1,DNA,0.0012457784851052,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I01,4,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s4_w4.TIF,0.0012457784851052
319,770,1,DNA,0.0010913797818567,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I01,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I01_s2_w4.TIF,0.0010913797818567
317,736,1,DNA,9.147854619646e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,H16,4,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H16_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H16_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H16_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H16_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H16_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H16_s4_w4.TIF,9.147854619646e-4
316,717,1,DNA,6.151360498114e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,H12,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H12_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H12_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H12_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H12_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H12_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_H12_s1_w4.TIF,6.151360498114e-4
325,805,1,DNA,7.837197672893e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I10,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I10_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I10_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I10_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I10_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I10_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I10_s1_w4.TIF,7.837197672893e-4
324,787,1,DNA,7.699601250681e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I05,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I05_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I05_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I05_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I05_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I05_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I05_s3_w4.TIF,7.699601250681e-4
323,782,1,DNA,0.0013016586758598,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I04,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I04_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I04_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I04_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I04_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I04_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I04_s2_w4.TIF,0.0013016586758598
322,777,1,DNA,0.0019355238301855,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I03,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I03_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I03_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I03_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I03_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I03_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I03_s1_w4.TIF,0.0019355238301855
321,773,1,DNA,0.001547405521533,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I02,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I02_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I02_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I02_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I02_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I02_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I02_s1_w4.TIF,0.001547405521533
330,843,1,DNA,0.0010882397662753,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I19,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I19_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I19_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I19_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I19_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I19_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I19_s3_w4.TIF,0.0010882397662753
329,823,1,DNA,0.0031677121094288,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,I14,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I14_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I14_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I14_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I14_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I14_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_I14_s3_w4.TIF,0.0031677121094288
