Image Path,Partner,Class
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B10_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K08_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C11_T0001F003L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G15_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719083_A01_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F08_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K17_T0001F003L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K08_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K08_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D10_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K06_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D07_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C11_T0001F003L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D08_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B07_T0001F004L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G12_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C11_T0001F003L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B05_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G12_T0001F004L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K05_T0001F003L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B05_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719083_A01_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K05_T0001F003L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C10_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B07_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D08_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K23_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K07_T0001F002L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D08_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F08_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F08_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_L07_T0001F002L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B10_T0001F004L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K17_T0001F003L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C11_T0001F003L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F18_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K07_T0001F002L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F18_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_E23_T0001F002L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K06_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G15_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K13_T0001F003L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G15_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C12_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D17_T0001F003L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K05_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D17_T0001F003L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C12_T0001F004L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B05_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719083_A01_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F18_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K07_T0001F002L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K06_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K13_T0001F003L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_E23_T0001F002L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_I04_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F08_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B07_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D07_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K23_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_L07_T0001F002L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K13_T0001F003L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C10_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C10_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F18_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C12_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B07_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K23_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_E23_T0001F002L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K05_T0001F003L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D10_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K05_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D07_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B10_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K07_T0001F002L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B10_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K07_T0001F002L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B05_T0001F001L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G12_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_L07_T0001F002L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C10_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_L07_T0001F002L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D10_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G12_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K23_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D17_T0001F003L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_L07_T0001F002L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_I04_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K06_T0001F004L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_I04_T0001F004L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_I04_T0001F004L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_E23_T0001F002L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719083_A01_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D07_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C11_T0001F003L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_D17_T0001F003L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G15_T0001F001L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B05_T0001F001L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_K05_T0001F003L01A05Z01C05_Mito.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K08_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_G15_T0001F001L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C12_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K13_T0001F003L01A03Z01C03_RNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_F18_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173527_C10_T0001F004L01A01Z01C01_DNA.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_B13_T0001F004L01A04Z01C04_AGP.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K23_T0001F001L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1031173510_K17_T0001F003L01A02Z01C02_ER.tif,AstraZeneca,Good
/dgx1nas1/cellpainting-datasets/2019_07_11_JUMP_CP_pilots/2021_04_16_QCImages/AstraZeneca/Good_images/1087719106_K13_T0001F003L01A05Z01C05_Mito.tif,AstraZeneca,Good
