Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_TotalArea_OrigDNA.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_FileName_OrigAGP,Image_FileName_OrigDNA,Image_FileName_OrigER,Image_FileName_OrigMito,Image_FileName_OrigRNA,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_FileName_OrigActin,Image_FileName_OrigGolgi,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_TotalArea_OrigDNA.y
10,308,1,DNA,2585664,1,0,0,0,0,"WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
7,175,1,DNA,2585664,1,0,0,0,0,"WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigAGP.tiff","WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigDNA.tiff","WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigER.tiff","WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
6,119,1,DNA,2585664,1,0,0,0,0,"WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigAGP.tiff","WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigDNA.tiff","WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigER.tiff","WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE23_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0118Seq0118_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
7,175,1,ER,2585664,1,0,0,0,0,"WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigAGP.tiff","WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigDNA.tiff","WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigER.tiff","WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellH07_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0185Seq0185_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
10,308,1,ER,2585664,1,0,0,0,0,"WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
10,308,1,Mito,2585664,1,0,0,0,0,"WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
9,246,1,Mito,2585664,1,0,0,0,0,"WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigAGP.tiff","WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigDNA.tiff","WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigER.tiff","WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
8,221,1,Mito,2585664,1,0,0,0,0,"WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigAGP.tiff","WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigDNA.tiff","WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigER.tiff","WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellJ05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0235Seq0235_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
10,308,1,AGP,2585664,1,0,0,0,0,"WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellM20_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0307Seq0307_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
9,246,1,AGP,2585664,1,0,0,0,0,"WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigAGP.tiff","WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigDNA.tiff","WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigER.tiff","WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellK06_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0245Seq0245_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
15,81,1,DNA,2585664,1,0,0,0,0,"WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigAGP.tiff","WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigDNA.tiff","WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigER.tiff","WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellD09_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0087Seq0087_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
